0122,0.4758152112364769,40
0123,0.4246136227659151,204
0124,0.4718761176171929,198
0125,0.4179346208038226,183
0126,0.4493071608818494,286
0127,0.4248030321489421,417
0128,0.43407288298799046,397
0129,0.4486107947911031,169
0130,0.4423376383646479,212
0131,0.4154773377138993,290
0201,0.4335446706668815,398
0202,0.40636103667061907,290
0203,0.4280726005954127,217
0204,0.4420823385258635,167
0205,0.4633854501972012,102
0206,0.4461343232429389,165
0207,0.4703984848622765,112
0208,0.47126464190937223,63
0209,0.38004317253828046,100
0210,0.4471050679683685,345
0211,0.45445572927830713,126
0212,0.4067267543653284,383
0213,0.40839559390431357,525
0214,0.447293586998065,241
0215,0.4431670010089874,14
0219,0.43084185388353136,45
0220,0.4117995866707393,70
0221,0.3890217934335981,70
0222,0.2572304271161556,16
0223,0.4250509731826328,42
0224,0.4348733095746291,38
0225,0.4577605557441711,50
0226,0.4647027584724128,64
0227,0.45710085297739783,129
0228,0.4593754544233282,96
0229,0.483850001011576,70
0301,0.3683985065906606,141
0302,0.39328645623248554,92
0303,0.42391413496090813,65
0304,0.3857743113356478,68
0305,0.43223821253016376,69
0306,0.4187229021063334,79
0307,0.37992772152743387,97
0308,0.40748020429765025,93
0309,0.3687691064896407,54
0310,0.42995049618184566,48
0311,0.4344329693738152,34
0312,0.4154836500799933,43
0313,0.3646620661020279,2
0316,0.4347447529435158,8
0317,0.454200213154157,12
0318,0.46976065064998385,47
0319,0.46184663102030754,56
0320,0.4635326794858249,53
0321,0.4777821797244954,53
0322,0.45275638192892076,50
0323,0.45844369511755684,63
0324,0.472060030376589,37
0325,0.5063494858997208,56
0326,0.45177848272853427,45
0327,0.4606726382459913,56
0328,0.47217063207021903,71
0329,0.44258408773113306,71
0330,0.473411167286477,106
0331,0.4817896126235118,122
0401,0.4769061235845953,138
0402,0.45837579861089783,154
0403,0.45076381899416446,400
0404,0.4761215130794923,259
0405,0.4891058970774923,140
0406,0.48061255422922283,156
0407,0.5021962634627781,378
0408,0.5044348526332113,180
0409,0.5131270979007665,137
0410,0.521586221853892,75
