social distancing,18.6967328864739,k
social distance,16.3960799750046,k
physical distancing,15.7794977094262,k
physical distance,13.8284279986265,k
distancing flatten,13.5504711397444,d
distancing show,12.9140898905679,d
social distances,12.729095360043,k
social distanced,12.4579527151506,k
distancing bat,12.4387331499185,d
social distancinguk,12.3699466980834,ncr
rebuffed social,12.2126952405779,d
defied social,12.0627627049984,d
distance social,11.9277698893757,k
distancing physical,11.8126501999391,k
implementing social,11.6412342116385,d
enforces social,11.617114303949,d
ignored social,11.5981563902044,d
distancing covidー,11.585638171847,d
distancing masks,11.527795529448,d
prison address,11.4718442620608,d
cdcr prison,11.4718442620608,d
ca cdcr,11.4718442620608,d
distancing working,11.4642147972596,k
putting space,11.4487789891298,d
distancing boris,11.4091137327373,d
distancing trump,11.3916205752898,d
distancing slip,11.3714178679723,d
dog enforces,11.3666043809408,d
distancing co,11.3384679683121,d
roll social,11.3247263404598,d
dominicummimgs covid19,11.3209456176199,d
distancing dominicummimgs,11.3209456176199,d
animated quarantine,11.3209456176199,d
mustgo <number>,11.3171505466513,d
johnson mustgo,11.3171505466513,d
traits linked,11.3133410182347,d
ft social,11.2914751953111,d
twitter bat,11.2717765938134,d
implemented social,11.2394287599479,d
obey social,11.2339342406303,d
distancing india,11.2214600664051,d
distancing <date>,11.2200643927661,d
distancing stop,11.2017411176161,d
distancing health,11.1476738963458,d
distancing initiative,11.1416497817425,d
distancing pick,11.1264287877321,d
metres work,11.1202749221577,d
style public,11.1171837295881,d
ignores social,11.0984331802427,d
distancing hand,11.0968546479496,d
distancing keep,11.0598431829728,d
blasio fires,11.0532642118748,d
practise physical,11.0449791603407,k
prescribe sops,11.0265067627052,d
offences regarding,11.0265067627052,d
govt prescribe,11.0265067627052,d
actively containing,11.0265067627052,d
distancing safety,11.024810409457,d
distancing dies,11.0162852086337,d
distancing together,10.9902646599318,d
serious forms,10.9885056445266,d
adopt serious,10.9885056445266,d
frightening rapidity,10.9867435295332,d
enforced social,10.9689494657327,d
defying social,10.9508330282274,d
general removed,10.9360997967145,d
distancing alone,10.9342427859672,d
distancing today,10.892490991287,d
britisher asked,10.8489197429934,d
observe physical,10.8448629422978,d
distancing lets,10.832592849706,d
distancing plea,10.7991169205096,d
distancing game,10.7969869942517,d
recommends social,10.7884216313928,d
force warrior,10.7884216313928,d
distancing relaxes,10.7776107152886,d
disregarding social,10.7422087882377,d
distancing review,10.7399539958506,d
distancing becomes,10.7376941078832,d
distancing corona,10.7322494483349,d
distancing facts,10.7240264691545,d
distancing home,10.7171219538079,d
distancing warnings,10.7055074213873,d
distancing cannot,10.6842551457276,d
distancing virus,10.6649774403017,d
non social,10.6625413855038,d
distancing campaign,10.6477991037666,d
distancing policing,10.6453207877521,d
apart social,10.6428363144245,d
protests readjusted,10.6277984370599,d
distancing also,10.6150917857908,d
practising physical,10.6022215952703,d
lanes help,10.6022215952703,d
distancing gets,10.5891836009322,d
distancing safe,10.5759733691954,d
activities aiding,10.5759733691954,d
distancing janta,10.557180869846,d
bharat scientists,10.557180869846,d
enable social,10.5490175592068,d
distancing worked,10.5490175592068,d
properly social,10.5435380934422,d
distancing get,10.5380284376312,d
distancing fight,10.5380284376312,d
came adorable,10.5380284376312,d
wing whiskers,10.5324882572556,d
distancinguk covid,10.5297066142937,d
urging social,10.5241200075851,d
police americans,10.5185020152809,d
distancing shelter,10.5128522827388,d
hands physical,10.5071704492713,d
observed social,10.5043173802889,d
distancing yet,10.4957090057523,d
confirms ny,10.4811949628681,d
accommodate social,10.4723843331859,d
distancing end,10.4694301212885,d
distancing help,10.4634953857687,d
streaming queu,10.4575252187822,d
queu <url>,10.4575252187822,d
quality television,10.4575252187822,d
distancing mental,10.4575252187822,d
distancing prevents,10.4515191947219,d
throwing ball,10.4209357713499,d
spend doubled,10.4209357713499,d
behavior took,10.4178253489355,d
profitable clubs,10.4115753285903,d
commerce ad,10.4115753285903,d
distancing maintained,10.4084356085856,d
funeral attracts,10.4021264393924,d
distancing time,10.4021264393924,d
strict physical,10.3957772117137,d
cannot social,10.3893874136149,d
distancing began,10.3797255027032,d
order social,10.3634119272117,d
nancy k,10.3601170313148,d
announce cut,10.3568112431803,d
k bristow,10.3534944905543,d
disregard social,10.3299639931441,d
distancing public,10.3231380280737,d
distancinguk <url>,10.319707492977,d
urbainia office,10.3058664415651,d
distancing circles,10.3058664415651,d
distancing happening,10.2988734060741,d
distancing amidst,10.2953584639667,d
distancing red,10.2882912967436,d
distancing looks,10.2882912967436,d
distancing family,10.2704017319928,d
distancing essential,10.2667850915226,d
distancing live,10.263155323472,d
social distanceing,10.2595123321935,d
distancing healthcare,10.2485030466852,d
